concepto_turistico,total_nacional,comunidades_y_ciudades_autonomas,residencia_del_viajero,periodo,total
Estancia media,Total Nacional,08 Castilla - La Mancha,Total ,2019-02-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Total ,2019-01-01,2.5
Estancia media,Total Nacional,08 Castilla - La Mancha,Total ,2018-12-01,2.1
Estancia media,Total Nacional,08 Castilla - La Mancha,Total ,2018-11-01,2.2
Estancia media,Total Nacional,08 Castilla - La Mancha,Total ,2018-10-01,2.1
Estancia media,Total Nacional,08 Castilla - La Mancha,Total ,2018-09-01,2.3
Estancia media,Total Nacional,08 Castilla - La Mancha,Total ,2018-08-01,2.3
Estancia media,Total Nacional,08 Castilla - La Mancha,Total ,2018-07-01,2.3
Estancia media,Total Nacional,08 Castilla - La Mancha,Total ,2018-06-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Total ,2018-05-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Total ,2018-04-01,2.1
Estancia media,Total Nacional,08 Castilla - La Mancha,Total ,2018-03-01,2.2
Estancia media,Total Nacional,08 Castilla - La Mancha,Total ,2018-02-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Total ,2018-01-01,2.3
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2023-09-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2023-08-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2023-07-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2023-06-01,2.4
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2023-05-01,2.5
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2023-04-01,2.6
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2023-03-01,2.5
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2023-02-01,2.8
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2023-01-01,2.4
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-12-01,2.8
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-11-01,2.3
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-10-01,2.5
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-09-01,2.4
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-08-01,3.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-07-01,2.8
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-06-01,2.5
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-05-01,2.6
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-04-01,2.7
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-03-01,2.3
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-02-01,2.7
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-01-01,2.4
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-12-01,2.6
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-11-01,2.2
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-10-01,2.3
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-09-01,2.4
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-08-01,2.8
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-07-01,2.3
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-06-01,2.5
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-05-01,2.2
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-04-01,2.7
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-03-01,2.7
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-02-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-01-01,4.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-12-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-11-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-10-01,2.5
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-09-01,2.2
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-08-01,2.8
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-07-01,2.7
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-06-01,2.5
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-05-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-04-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-03-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-02-01,2.3
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-01-01,2.5
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-12-01,2.4
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-11-01,2.2
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-10-01,2.1
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-09-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-08-01,2.3
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-07-01,2.2
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-06-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-05-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-04-01,2.3
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-03-01,2.4
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-02-01,2.3
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-01-01,2.3
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-12-01,2.6
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-11-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-10-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-09-01,2.2
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-08-01,2.3
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-07-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-06-01,1.8
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-05-01,1.8
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-04-01,2.2
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-03-01,2.2
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-02-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-01-01,2.5
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2023-09-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2023-08-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2023-07-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2023-06-01,3.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2023-05-01,3.5
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2023-04-01,3.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2023-03-01,4.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2023-02-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2023-01-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-12-01,3.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-11-01,4.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-10-01,3.5
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-09-01,3.5
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-08-01,2.7
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-07-01,3.5
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-06-01,3.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-05-01,3.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-04-01,2.5
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-03-01,4.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-02-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-01-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-12-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-11-01,3.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-10-01,4.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-09-01,4.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-08-01,4.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-07-01,3.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-06-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-05-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-04-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-03-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-02-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-01-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-12-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-11-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-10-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-09-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-08-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-07-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-06-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-05-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-04-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-03-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-02-01,3.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-01-01,4.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-12-01,3.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-11-01,3.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-10-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-09-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-08-01,2.3
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-07-01,3.5
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-06-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-05-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-04-01,2.5
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-03-01,3.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-02-01,3.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-01-01,3.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-12-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-11-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-10-01,2.5
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-09-01,2.5
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-08-01,2.5
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-07-01,3.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-06-01,2.5
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-05-01,2.5
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-04-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-03-01,2.0
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-02-01,
Estancia media,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-01-01,
Estancia media,Total Nacional,09 Cataluña,Total ,2023-09-01,
Estancia media,Total Nacional,09 Cataluña,Total ,2023-08-01,
Estancia media,Total Nacional,09 Cataluña,Total ,2023-07-01,
Estancia media,Total Nacional,09 Cataluña,Total ,2023-06-01,4.4
Estancia media,Total Nacional,09 Cataluña,Total ,2023-05-01,4.2
Estancia media,Total Nacional,09 Cataluña,Total ,2023-04-01,4.2
Estancia media,Total Nacional,09 Cataluña,Total ,2023-03-01,4.5
Estancia media,Total Nacional,09 Cataluña,Total ,2023-02-01,4.6
Estancia media,Total Nacional,09 Cataluña,Total ,2023-01-01,5.1
Estancia media,Total Nacional,09 Cataluña,Total ,2022-12-01,4.5
Estancia media,Total Nacional,09 Cataluña,Total ,2022-11-01,4.7
Estancia media,Total Nacional,09 Cataluña,Total ,2022-10-01,4.6
Estancia media,Total Nacional,09 Cataluña,Total ,2022-09-01,4.8
Estancia media,Total Nacional,09 Cataluña,Total ,2022-08-01,5.8
Estancia media,Total Nacional,09 Cataluña,Total ,2022-07-01,5.4
Estancia media,Total Nacional,09 Cataluña,Total ,2022-06-01,4.6
Estancia media,Total Nacional,09 Cataluña,Total ,2022-05-01,4.4
Estancia media,Total Nacional,09 Cataluña,Total ,2022-04-01,4.4
Estancia media,Total Nacional,09 Cataluña,Total ,2022-03-01,4.9
Estancia media,Total Nacional,09 Cataluña,Total ,2022-02-01,4.7
Estancia media,Total Nacional,09 Cataluña,Total ,2022-01-01,5.3
Estancia media,Total Nacional,09 Cataluña,Total ,2021-12-01,4.4
Estancia media,Total Nacional,09 Cataluña,Total ,2021-11-01,4.8
Estancia media,Total Nacional,09 Cataluña,Total ,2021-10-01,4.5
Estancia media,Total Nacional,09 Cataluña,Total ,2021-09-01,5.0
Estancia media,Total Nacional,09 Cataluña,Total ,2021-08-01,5.7
Estancia media,Total Nacional,09 Cataluña,Total ,2021-07-01,5.3
Estancia media,Total Nacional,09 Cataluña,Total ,2021-06-01,4.4
Estancia media,Total Nacional,09 Cataluña,Total ,2021-05-01,4.3
Estancia media,Total Nacional,09 Cataluña,Total ,2021-04-01,4.9
Estancia media,Total Nacional,09 Cataluña,Total ,2021-03-01,4.9
Estancia media,Total Nacional,09 Cataluña,Total ,2021-02-01,6.8
Estancia media,Total Nacional,09 Cataluña,Total ,2021-01-01,7.3
Estancia media,Total Nacional,09 Cataluña,Total ,2020-12-01,4.9
Estancia media,Total Nacional,09 Cataluña,Total ,2020-11-01,7.4
Estancia media,Total Nacional,09 Cataluña,Total ,2020-10-01,4.9
Estancia media,Total Nacional,09 Cataluña,Total ,2020-09-01,4.4
Estancia media,Total Nacional,09 Cataluña,Total ,2020-08-01,5.4
Estancia media,Total Nacional,09 Cataluña,Total ,2020-07-01,5.1
Estancia media,Total Nacional,09 Cataluña,Total ,2020-06-01,4.3
Estancia media,Total Nacional,09 Cataluña,Total ,2020-05-01,7.4
Estancia media,Total Nacional,09 Cataluña,Total ,2020-04-01,16.5
Estancia media,Total Nacional,09 Cataluña,Total ,2020-03-01,5.2
Estancia media,Total Nacional,09 Cataluña,Total ,2020-02-01,4.1
Estancia media,Total Nacional,09 Cataluña,Total ,2020-01-01,4.4
